disease,subtype,code_system,field_or_source,field_description,codes,code_value,match_rule,use_case,evidence_source,evidence_detail,phenotype_url,validation_source,validation_status,notes
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J20z.00,Acute appendicitis NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J21..00,"Appendicitis, unqualified",exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J220.00,Subacute appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J221.00,Chronic appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J222.00,Relapsing appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J223.00,Recurrent appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J22..00,Other appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J22z.00,Other appendicitis NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,Jyu2000,[X]Other appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaYaL,Acute appendicitis with generalised peritonitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,X304O,Appendix mass,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XE0aV,Acute appendicitis with appendix abscess,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XE0D8,Other excision of appendix NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaYaN,Acute appendicitis with localised peritonitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,self-report illness,20002,"Non-cancer illness code, self-reported",1120,asbestosis,exact,incident/prevalent endpoint; cancer registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,ICD-10,41202,Diagnoses - main ICD10,J61,Pneumoconiosis due to asbestos and other mineral fibres,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41202,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,J61,Pneumoconiosis due to asbestos and other mineral fibres,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,ICD-10,40001,Underlying (primary) cause of death: ICD10,J61,Pneumoconiosis due to asbestos and other mineral fibres,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40001,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,ICD-10,40002,Contributory (secondary) causes of death: ICD10,J61,Pneumoconiosis due to asbestos and other mineral fibres,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,H410.00,Pleural plaque disease due to asbestosis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,H410.11,Asbestos-induced pleural plaque,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,H41..00,Asbestosis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Asbestosis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,H41z.00,Asbestosis NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_asbestosis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
